V_TRI_FORM_R_EZ.FRS_ID,V_TRI_FORM_R_EZ.TRI_FACILITY_ID,V_TRI_FORM_R_EZ.FACILITY_NAME,V_TRI_FORM_R_EZ.CITY_NAME,V_TRI_FORM_R_EZ.COUNTY_NAME,V_TRI_FORM_R_EZ.STATE_ABBR,V_TRI_FORM_R_EZ.ZIP_CODE,V_TRI_FORM_R_EZ.AIR_TOTAL_RELEASE,V_TRI_FORM_R_EZ.FAC_CLOSED_IND,V_TRI_FORM_R_EZ.STACK_TOT_REL,V_TRI_FORM_R_EZ.TOTAL_PRODUCTION_RELATED_WASTE,V_TRI_FORM_R_EZ.REPORTING_YEAR,V_TRI_FORM_R_EZ.LONGITUDE,V_TRI_FORM_R_EZ.LATITUDE
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,187570,1,34798,208616,1991,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,183091,1,24952,0,1990,-66.1439,17.9531
110067041187,16344PNNZL2MAIN,CALUMET LUBRICANTS CO ROUSEVILLE PLANT,ROUSEVILLE,VENANGO,PA,163440415,180250,1,250,0,1987,-79.689713,41.461855
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,176632,1,36554,177812,1992,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,176003,1,30118,202448,1992,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,172096,1,44092,197644,1993,-66.1439,17.9531
110067041187,16344PNNZL2MAIN,CALUMET LUBRICANTS CO ROUSEVILLE PLANT,ROUSEVILLE,VENANGO,PA,163440415,171600,1,1600,331336,1999,-79.689713,41.461855
110000620882,82602MCLCM1707W,AMOCO OIL CO CASPER REFINERY,CASPER,NATRONA,WY,82602,169000,1,120000,0,1989,-106.3568,42.845268
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,165747,1,35700,232273,1994,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,160988,1,27591,161367,1994,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,159237,1,27864,229807,1993,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,158218,1,39971,179787,1992,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,154063,1,42833,182861,1991,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,153644,1,48150,206051,1991,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,150131,1,47827,0,1990,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,145043,1,18298,0,1989,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,137138,1,47242,0,1988,-66.1439,17.9531
110067041187,16344PNNZL2MAIN,CALUMET LUBRICANTS CO ROUSEVILLE PLANT,ROUSEVILLE,VENANGO,PA,163440415,134800,1,4800,275801,1998,-79.689713,41.461855
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,134469,1,33281,242607,1994,-66.1439,17.9531
110000620882,82602MCLCM1707W,AMOCO OIL CO CASPER REFINERY,CASPER,NATRONA,WY,82602,133000,1,100000,0,1990,-106.3568,42.845268
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,130464,1,43375,0,1990,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,128323,1,49955,314379,1996,-66.1439,17.9531
110000730718,90670PWRLN12354,CENCO REFINING CO,SANTA FE SPRINGS,LOS ANGELES,CA,906703857,127200,1,127200,0,1987,-118.069437,33.931683
110001203527,19145CHVRN30THS,SUN REFINING & MARKETING CO,PHILADELPHIA,PHILADELPHIA,PA,191455294,126250,1,126000,0,1987,-75.203164,39.90158
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,125696,1,34161,551989,1993,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,124241,1,32964,0,1990,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,121251,1,41741,280804,1995,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,119752,1,24905,0,1990,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,119315,1,26809,158081,1994,-66.1439,17.9531
110001203527,19145CHVRN30THS,SUN REFINING & MARKETING CO,PHILADELPHIA,PHILADELPHIA,PA,191455294,116850,1,116600,0,1988,-75.203164,39.90158
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,116020,1,19423,117201,2000,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,115273,1,51544,0,1988,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,114899,1,21271,115724,1998,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,110142,1,36515,0,1988,-66.1439,17.9531
110000620882,82602MCLCM1707W,AMOCO OIL CO CASPER REFINERY,CASPER,NATRONA,WY,82602,110000,1,0,0,1987,-106.3568,42.845268
110000620882,82602MCLCM1707W,AMOCO OIL CO CASPER REFINERY,CASPER,NATRONA,WY,82602,108000,1,85000,115200,1991,-106.3568,42.845268
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,107730,1,21450,108551,1997,-66.1439,17.9531
110000620864,26170MDTLN201BA,ST MARYS REFINING CO,SAINT MARYS,PLEASANTS,WV,26170,106500,1,96200,0,1987,-81.206603,39.38671
110001203527,19145CHVRN30THS,SUN REFINING & MARKETING CO,PHILADELPHIA,PHILADELPHIA,PA,191455294,105880,1,12630,0,1987,-75.203164,39.90158
110001203527,19145CHVRN30THS,SUN REFINING & MARKETING CO,PHILADELPHIA,PHILADELPHIA,PA,191455294,104050,1,37150,0,1987,-75.203164,39.90158
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,103184,1,20744,103731,1996,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,103103,1,24373,0,1989,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,102196,1,16516,128055,1993,-66.1439,17.9531
110001203527,19145CHVRN30THS,SUN REFINING & MARKETING CO,PHILADELPHIA,PHILADELPHIA,PA,191455294,99366,1,11129,0,1988,-75.203164,39.90158
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,99197,1,28211,204659,1994,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,97252,1,15385,98274,1999,-66.1439,17.9531
110001203527,19145CHVRN30THS,SUN REFINING & MARKETING CO,PHILADELPHIA,PHILADELPHIA,PA,191455294,96800,1,12900,0,1989,-75.203164,39.90158
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,91116,1,49084,409323,1997,-66.1439,17.9531
110001203527,19145CHVRN30THS,SUN REFINING & MARKETING CO,PHILADELPHIA,PHILADELPHIA,PA,191455294,90238,1,56107,90285,1991,-75.203164,39.90158
110000620882,82602MCLCM1707W,AMOCO OIL CO CASPER REFINERY,CASPER,NATRONA,WY,82602,90000,1,0,0,1987,-106.3568,42.845268
110000620882,82602MCLCM1707W,AMOCO OIL CO CASPER REFINERY,CASPER,NATRONA,WY,82602,89000,1,33000,0,1988,-106.3568,42.845268
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,88787,1,16259,107722,1994,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,88487,1,28994,0,1989,-66.1439,17.9531
110001203527,19145CHVRN30THS,SUN REFINING & MARKETING CO,PHILADELPHIA,PHILADELPHIA,PA,191455294,86890,1,29790,0,1988,-75.203164,39.90158
110001203527,19145CHVRN30THS,SUN REFINING & MARKETING CO,PHILADELPHIA,PHILADELPHIA,PA,191455294,86827,1,36225,0,1990,-75.203164,39.90158
110000620882,82602MCLCM1707W,AMOCO OIL CO CASPER REFINERY,CASPER,NATRONA,WY,82602,85000,1,0,0,1987,-106.3568,42.845268
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,84498,1,14707,104047,1992,-66.1439,17.9531
110001203527,19145CHVRN30THS,SUN REFINING & MARKETING CO,PHILADELPHIA,PHILADELPHIA,PA,191455294,83618,1,8064,139892,1991,-75.203164,39.90158
110000620882,82602MCLCM1707W,AMOCO OIL CO CASPER REFINERY,CASPER,NATRONA,WY,82602,83000,1,0,0,1987,-106.3568,42.845268
110001203527,19145CHVRN30THS,SUN REFINING & MARKETING CO,PHILADELPHIA,PHILADELPHIA,PA,191455294,82207,1,55118,0,1990,-75.203164,39.90158
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,82033,1,39681,0,1989,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,81834,1,40330,0,1989,-66.1439,17.9531
110000620882,82602MCLCM1707W,AMOCO OIL CO CASPER REFINERY,CASPER,NATRONA,WY,82602,81000,1,59000,0,1989,-106.3568,42.845268
110010261242,16344PNNZL2MAIA,PENNZOIL-QUAKER STATE CO ROUSEVILLE REFY & PACKAGING,ROUSEVILLE,VENANGO,PA,163440415,80660,1,860,100069,2000,-79.689713,41.461855
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,80420,1,16790,80813,1995,-66.1439,17.9531
110000620864,26170MDTLN201BA,ST MARYS REFINING CO,SAINT MARYS,PLEASANTS,WV,26170,78500,1,70200,0,1987,-81.206603,39.38671
110010261242,16344PNNZL2MAIA,PENNZOIL-QUAKER STATE CO ROUSEVILLE REFY & PACKAGING,ROUSEVILLE,VENANGO,PA,163440415,77400,1,1000,129560,2000,-79.689713,41.461855
110001203527,19145CHVRN30THS,SUN REFINING & MARKETING CO,PHILADELPHIA,PHILADELPHIA,PA,191455294,76800,1,29700,0,1989,-75.203164,39.90158
110001203527,19145CHVRN30THS,SUN REFINING & MARKETING CO,PHILADELPHIA,PHILADELPHIA,PA,191455294,73422,1,14190,354814,1991,-75.203164,39.90158
110001203527,19145CHVRN30THS,SUN REFINING & MARKETING CO,PHILADELPHIA,PHILADELPHIA,PA,191455294,73008,1,10813,0,1990,-75.203164,39.90158
110000620882,82602MCLCM1707W,AMOCO OIL CO CASPER REFINERY,CASPER,NATRONA,WY,82602,73000,1,0,0,1987,-106.3568,42.845268
110001203527,19145CHVRN30THS,SUN REFINING & MARKETING CO,PHILADELPHIA,PHILADELPHIA,PA,191455294,72591,1,10557,109030,1993,-75.203164,39.90158
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,72255,1,15699,87027,1991,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,71251,1,43398,446123,1998,-66.1439,17.9531
110000620882,82602MCLCM1707W,AMOCO OIL CO CASPER REFINERY,CASPER,NATRONA,WY,82602,71000,1,67000,72000,1991,-106.3568,42.845268
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,70792,1,39704,168814,1998,-66.1439,17.9531
110001203527,19145CHVRN30THS,SUN REFINING & MARKETING CO,PHILADELPHIA,PHILADELPHIA,PA,191455294,70400,1,56900,0,1989,-75.203164,39.90158
110000620882,82602MCLCM1707W,AMOCO OIL CO CASPER REFINERY,CASPER,NATRONA,WY,82602,68000,1,53000,0,1990,-106.3568,42.845268
110001203527,19145CHVRN30THS,SUN REFINING & MARKETING CO,PHILADELPHIA,PHILADELPHIA,PA,191455294,67490,1,55490,0,1988,-75.203164,39.90158
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,67088,1,37734,117482,1996,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,67000,1,0,0,1987,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,64918,1,37468,131436,1996,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,64809,1,38195,111767,1995,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,64767,1,36052,123531,1995,-66.1439,17.9531
110001203527,19145CHVRN30THS,SUN REFINING & MARKETING CO,PHILADELPHIA,PHILADELPHIA,PA,191455294,64212,1,10476,108648,1992,-75.203164,39.90158
110000620882,82602MCLCM1707W,AMOCO OIL CO CASPER REFINERY,CASPER,NATRONA,WY,82602,62000,1,57000,0,1990,-106.3568,42.845268
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,61078,1,40769,282424,2000,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,60933,1,33733,142529,1997,-66.1439,17.9531
110000602740,00654PHLPSPHILI,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,GUAYAMA,GUAYAMA,PR,784,60478,1,22967,154394,1996,-66.1439,17.9531
